pair,collector,stamp,n_nodes,n_edges,n_self_loops,n_dup_edges,snapshot_ts
rrc04_as3352,rrc04,20251112_1600,312,1246,0,0,2025-11-12T16:00:00+00:00
rrc04_as3352,rrc04,20251113_0000,311,1240,0,0,2025-11-13T00:00:00+00:00
rrc04_as3352,rrc04,20251113_0800,312,1245,0,0,2025-11-13T08:00:00+00:00
rrc04_as3352,rrc04,20251113_1600,312,1243,0,0,2025-11-13T16:00:00+00:00
rrc04_as3352,rrc04,20251114_0000,311,1238,0,0,2025-11-14T00:00:00+00:00
rrc04_as3352,rrc04,20251114_0800,312,1244,0,0,2025-11-14T08:00:00+00:00
rrc04_as3352,rrc04,20251114_1600,312,1245,0,0,2025-11-14T16:00:00+00:00
rrc04_as3352,rrc04,20251115_0000,313,1248,0,0,2025-11-15T00:00:00+00:00
rrc04_as3352,rrc04,20251115_0800,315,1250,0,0,2025-11-15T08:00:00+00:00
rrc04_as3352,rrc04,20251115_1600,315,1250,0,0,2025-11-15T16:00:00+00:00
rrc04_as3352,rrc04,20251116_0000,315,1253,0,0,2025-11-16T00:00:00+00:00
rrc04_as3352,rrc04,20251116_0800,315,1253,0,0,2025-11-16T08:00:00+00:00
rrc04_as3352,rrc04,20251116_1600,315,1254,0,0,2025-11-16T16:00:00+00:00
rrc04_as3352,rrc04,20251117_0000,315,1250,0,0,2025-11-17T00:00:00+00:00
rrc04_as3352,rrc04,20251117_0800,316,1253,0,0,2025-11-17T08:00:00+00:00
rrc04_as3352,rrc04,20251117_1600,315,1250,0,0,2025-11-17T16:00:00+00:00
rrc04_as3352,rrc04,20251118_0000,316,1260,0,0,2025-11-18T00:00:00+00:00
rrc04_as3352,rrc04,20251118_0800,314,1247,0,0,2025-11-18T08:00:00+00:00
rrc04_as3352,rrc04,20251118_1600,314,1249,0,0,2025-11-18T16:00:00+00:00
rrc04_as3352,rrc04,20251119_0000,314,1248,0,0,2025-11-19T00:00:00+00:00
rrc04_as3352,rrc04,20251119_0800,315,1248,0,0,2025-11-19T08:00:00+00:00
rrc04_as3352,rrc04,20251119_1600,315,1246,0,0,2025-11-19T16:00:00+00:00
rrc04_as3352,rrc04,20251120_0000,314,1247,0,0,2025-11-20T00:00:00+00:00
rrc04_as3352,rrc04,20251120_0800,315,1248,0,0,2025-11-20T08:00:00+00:00
rrc04_as3352,rrc04,20251120_1600,314,1247,0,0,2025-11-20T16:00:00+00:00
rrc04_as3352,rrc04,20251121_0000,318,1284,0,0,2025-11-21T00:00:00+00:00
rrc04_as3352,rrc04,20251121_0800,314,1247,0,0,2025-11-21T08:00:00+00:00
rrc04_as3352,rrc04,20251121_1600,314,1249,0,0,2025-11-21T16:00:00+00:00
rrc04_as3352,rrc04,20251122_0000,315,1252,0,0,2025-11-22T00:00:00+00:00
rrc04_as3352,rrc04,20251122_0800,315,1248,0,0,2025-11-22T08:00:00+00:00
rrc04_as3352,rrc04,20251122_1600,316,1257,0,0,2025-11-22T16:00:00+00:00
rrc04_as3352,rrc04,20251123_0000,315,1250,0,0,2025-11-23T00:00:00+00:00
rrc04_as3352,rrc04,20251123_0800,315,1252,0,0,2025-11-23T08:00:00+00:00
rrc04_as3352,rrc04,20251123_1600,315,1248,0,0,2025-11-23T16:00:00+00:00
rrc04_as3352,rrc04,20251124_0000,315,1248,0,0,2025-11-24T00:00:00+00:00
rrc04_as3352,rrc04,20251124_0800,315,1243,0,0,2025-11-24T08:00:00+00:00
rrc04_as3352,rrc04,20251124_1600,316,1250,0,0,2025-11-24T16:00:00+00:00
rrc04_as3352,rrc04,20251125_0000,316,1250,0,0,2025-11-25T00:00:00+00:00
rrc04_as3352,rrc04,20251125_0800,314,1248,0,0,2025-11-25T08:00:00+00:00
rrc04_as3352,rrc04,20251125_1600,314,1252,0,0,2025-11-25T16:00:00+00:00
rrc04_as3352,rrc04,20251126_0000,314,1253,0,0,2025-11-26T00:00:00+00:00
rrc04_as3352,rrc04,20251126_0800,314,1250,0,0,2025-11-26T08:00:00+00:00
rrc04_as3352,rrc04,20251126_1600,312,1241,0,0,2025-11-26T16:00:00+00:00
rrc04_as3352,rrc04,20251127_0000,314,1252,0,0,2025-11-27T00:00:00+00:00
rrc04_as3352,rrc04,20251127_0800,313,1241,0,0,2025-11-27T08:00:00+00:00
rrc04_as3352,rrc04,20251127_1600,299,1161,0,0,2025-11-27T16:00:00+00:00
rrc04_as3352,rrc04,20251128_0000,298,1157,0,0,2025-11-28T00:00:00+00:00
rrc04_as3352,rrc04,20251128_0800,298,1159,0,0,2025-11-28T08:00:00+00:00
rrc04_as3352,rrc04,20251128_1600,299,1165,0,0,2025-11-28T16:00:00+00:00
rrc04_as3352,rrc04,20251129_0000,299,1165,0,0,2025-11-29T00:00:00+00:00
rrc04_as3352,rrc04,20251129_0800,297,1153,0,0,2025-11-29T08:00:00+00:00
rrc04_as3352,rrc04,20251129_1600,297,1159,0,0,2025-11-29T16:00:00+00:00
