pair,collector,stamp,n_nodes,n_edges,n_self_loops,n_dup_edges,snapshot_ts
rrc05_as12880,rrc05,20251117_1600,325,592,0,0,2025-11-17T16:00:00+00:00
rrc05_as12880,rrc05,20251118_0000,324,587,0,0,2025-11-18T00:00:00+00:00
rrc05_as12880,rrc05,20251118_0800,325,595,0,0,2025-11-18T08:00:00+00:00
rrc05_as12880,rrc05,20251118_1600,325,594,0,0,2025-11-18T16:00:00+00:00
rrc05_as12880,rrc05,20251119_0000,324,586,0,0,2025-11-19T00:00:00+00:00
rrc05_as12880,rrc05,20251119_0800,325,593,0,0,2025-11-19T08:00:00+00:00
rrc05_as12880,rrc05,20251119_1600,325,596,0,0,2025-11-19T16:00:00+00:00
rrc05_as12880,rrc05,20251120_0000,324,587,0,0,2025-11-20T00:00:00+00:00
rrc05_as12880,rrc05,20251120_0800,323,593,0,0,2025-11-20T08:00:00+00:00
rrc05_as12880,rrc05,20251120_1600,325,596,0,0,2025-11-20T16:00:00+00:00
rrc05_as12880,rrc05,20251121_0000,324,588,0,0,2025-11-21T00:00:00+00:00
rrc05_as12880,rrc05,20251121_0800,325,596,0,0,2025-11-21T08:00:00+00:00
rrc05_as12880,rrc05,20251121_1600,325,593,0,0,2025-11-21T16:00:00+00:00
rrc05_as12880,rrc05,20251122_0000,323,589,0,0,2025-11-22T00:00:00+00:00
rrc05_as12880,rrc05,20251122_0800,325,599,0,0,2025-11-22T08:00:00+00:00
rrc05_as12880,rrc05,20251122_1600,325,599,0,0,2025-11-22T16:00:00+00:00
rrc05_as12880,rrc05,20251123_0000,323,592,0,0,2025-11-23T00:00:00+00:00
rrc05_as12880,rrc05,20251123_0800,325,597,0,0,2025-11-23T08:00:00+00:00
rrc05_as12880,rrc05,20251123_1600,325,598,0,0,2025-11-23T16:00:00+00:00
rrc05_as12880,rrc05,20251124_0000,324,590,0,0,2025-11-24T00:00:00+00:00
rrc05_as12880,rrc05,20251124_0800,325,598,0,0,2025-11-24T08:00:00+00:00
rrc05_as12880,rrc05,20251124_1600,325,597,0,0,2025-11-24T16:00:00+00:00
rrc05_as12880,rrc05,20251125_0000,324,590,0,0,2025-11-25T00:00:00+00:00
rrc05_as12880,rrc05,20251125_0800,325,598,0,0,2025-11-25T08:00:00+00:00
rrc05_as12880,rrc05,20251125_1600,326,598,0,0,2025-11-25T16:00:00+00:00
rrc05_as12880,rrc05,20251126_0000,325,592,0,0,2025-11-26T00:00:00+00:00
rrc05_as12880,rrc05,20251126_0800,326,600,0,0,2025-11-26T08:00:00+00:00
rrc05_as12880,rrc05,20251126_1600,326,598,0,0,2025-11-26T16:00:00+00:00
rrc05_as12880,rrc05,20251127_0000,325,590,0,0,2025-11-27T00:00:00+00:00
rrc05_as12880,rrc05,20251127_0800,327,606,0,0,2025-11-27T08:00:00+00:00
rrc05_as12880,rrc05,20251127_1600,326,598,0,0,2025-11-27T16:00:00+00:00
rrc05_as12880,rrc05,20251128_0000,326,594,0,0,2025-11-28T00:00:00+00:00
rrc05_as12880,rrc05,20251128_0800,327,603,0,0,2025-11-28T08:00:00+00:00
rrc05_as12880,rrc05,20251128_1600,327,599,0,0,2025-11-28T16:00:00+00:00
rrc05_as12880,rrc05,20251129_0000,326,593,0,0,2025-11-29T00:00:00+00:00
rrc05_as12880,rrc05,20251129_0800,326,589,0,0,2025-11-29T08:00:00+00:00
rrc05_as12880,rrc05,20251129_1600,326,596,0,0,2025-11-29T16:00:00+00:00
