pair,collector,stamp,n_nodes,n_edges,n_self_loops,n_dup_edges,snapshot_ts
rrc05_as3352,rrc05,20251115_1600,336,1555,0,0,2025-11-15T16:00:00+00:00
rrc05_as3352,rrc05,20251116_0000,336,1550,0,0,2025-11-16T00:00:00+00:00
rrc05_as3352,rrc05,20251116_0800,336,1549,0,0,2025-11-16T08:00:00+00:00
rrc05_as3352,rrc05,20251116_1600,337,1556,0,0,2025-11-16T16:00:00+00:00
rrc05_as3352,rrc05,20251117_0000,337,1558,0,0,2025-11-17T00:00:00+00:00
rrc05_as3352,rrc05,20251117_0800,337,1553,0,0,2025-11-17T08:00:00+00:00
rrc05_as3352,rrc05,20251117_1600,337,1552,0,0,2025-11-17T16:00:00+00:00
rrc05_as3352,rrc05,20251118_0000,336,1550,0,0,2025-11-18T00:00:00+00:00
rrc05_as3352,rrc05,20251118_0800,335,1546,0,0,2025-11-18T08:00:00+00:00
rrc05_as3352,rrc05,20251118_1600,335,1541,0,0,2025-11-18T16:00:00+00:00
rrc05_as3352,rrc05,20251119_0000,335,1536,0,0,2025-11-19T00:00:00+00:00
rrc05_as3352,rrc05,20251119_0800,336,1538,0,0,2025-11-19T08:00:00+00:00
rrc05_as3352,rrc05,20251119_1600,337,1542,0,0,2025-11-19T16:00:00+00:00
rrc05_as3352,rrc05,20251120_0000,336,1542,0,0,2025-11-20T00:00:00+00:00
rrc05_as3352,rrc05,20251120_0800,335,1534,0,0,2025-11-20T08:00:00+00:00
rrc05_as3352,rrc05,20251120_1600,336,1542,0,0,2025-11-20T16:00:00+00:00
rrc05_as3352,rrc05,20251121_0000,337,1543,0,0,2025-11-21T00:00:00+00:00
rrc05_as3352,rrc05,20251121_0800,336,1538,0,0,2025-11-21T08:00:00+00:00
rrc05_as3352,rrc05,20251121_1600,338,1564,0,0,2025-11-21T16:00:00+00:00
rrc05_as3352,rrc05,20251122_0000,338,1557,0,0,2025-11-22T00:00:00+00:00
rrc05_as3352,rrc05,20251122_0800,338,1553,0,0,2025-11-22T08:00:00+00:00
rrc05_as3352,rrc05,20251122_1600,338,1558,0,0,2025-11-22T16:00:00+00:00
rrc05_as3352,rrc05,20251123_0000,338,1558,0,0,2025-11-23T00:00:00+00:00
rrc05_as3352,rrc05,20251123_0800,338,1554,0,0,2025-11-23T08:00:00+00:00
rrc05_as3352,rrc05,20251123_1600,339,1559,0,0,2025-11-23T16:00:00+00:00
rrc05_as3352,rrc05,20251124_0000,339,1560,0,0,2025-11-24T00:00:00+00:00
rrc05_as3352,rrc05,20251124_0800,335,1535,0,0,2025-11-24T08:00:00+00:00
rrc05_as3352,rrc05,20251124_1600,338,1569,0,0,2025-11-24T16:00:00+00:00
rrc05_as3352,rrc05,20251125_0000,337,1559,0,0,2025-11-25T00:00:00+00:00
rrc05_as3352,rrc05,20251125_0800,336,1544,0,0,2025-11-25T08:00:00+00:00
rrc05_as3352,rrc05,20251125_1600,337,1552,0,0,2025-11-25T16:00:00+00:00
rrc05_as3352,rrc05,20251126_0000,336,1546,0,0,2025-11-26T00:00:00+00:00
rrc05_as3352,rrc05,20251126_0800,335,1539,0,0,2025-11-26T08:00:00+00:00
rrc05_as3352,rrc05,20251126_1600,333,1526,0,0,2025-11-26T16:00:00+00:00
rrc05_as3352,rrc05,20251127_0000,334,1532,0,0,2025-11-27T00:00:00+00:00
rrc05_as3352,rrc05,20251127_0800,333,1525,0,0,2025-11-27T08:00:00+00:00
rrc05_as3352,rrc05,20251127_1600,332,1513,0,0,2025-11-27T16:00:00+00:00
rrc05_as3352,rrc05,20251128_0000,331,1512,0,0,2025-11-28T00:00:00+00:00
rrc05_as3352,rrc05,20251128_0800,332,1521,0,0,2025-11-28T08:00:00+00:00
rrc05_as3352,rrc05,20251128_1600,334,1537,0,0,2025-11-28T16:00:00+00:00
rrc05_as3352,rrc05,20251129_0000,333,1527,0,0,2025-11-29T00:00:00+00:00
rrc05_as3352,rrc05,20251129_0800,329,1503,0,0,2025-11-29T08:00:00+00:00
rrc05_as3352,rrc05,20251129_1600,334,1537,0,0,2025-11-29T16:00:00+00:00
