bucket,pair,balance_fit,classifier,view,macro_f1_isotonic_f1,macro_f1_none,macro_f1_platt_prior,ece_isotonic_f1,ece_none,ece_platt_prior,brier_isotonic_f1,brier_none,brier_platt_prior,pr_auc_anomaly_isotonic_f1,pr_auc_anomaly_none,pr_auc_anomaly_platt_prior
same_as,rrc04_as12880__to__rrc05_as12880,equal,xgboost,fusion_late_or,0.0958,0.0958,0.0958,0.8563,0.8768,0.8689,0.8235,0.8622,0.8473,0.4878,0.757,0.7564
same_as,rrc04_as12880__to__rrc05_as12880,equal,xgboost,graph,0.0998,0.1001,0.1015,0.5421,0.7602,0.5508,0.3884,0.681,0.3998,0.1323,0.1576,0.1576
same_as,rrc04_as12880__to__rrc05_as12880,equal,xgboost,stat,0.0933,0.0928,0.0935,0.8577,0.8795,0.8708,0.8251,0.8632,0.8495,0.4878,0.7564,0.7564
same_as,rrc04_as12880__to__rrc05_as12880,none,lstm,fusion_early,0.8596,0.761,0.8658,0.0399,0.2204,0.0507,0.0427,0.1106,0.0453,0.7905,0.831,0.831
same_as,rrc04_as12880__to__rrc05_as12880,none,lstm,fusion_late_attention,0.877,0.8026,0.8772,0.1031,0.1394,0.1029,0.0497,0.0769,0.0523,0.8049,0.8318,0.8319
same_as,rrc04_as12880__to__rrc05_as12880,none,lstm,fusion_late_mean,0.8768,0.8275,0.8775,0.0167,0.2881,0.0165,0.0363,0.1231,0.0366,0.8056,0.8324,0.8318
same_as,rrc04_as12880__to__rrc05_as12880,none,lstm,fusion_late_or,0.8772,0.8222,0.8774,0.0841,0.4354,0.0949,0.0428,0.2379,0.0445,0.7836,0.8373,0.813
same_as,rrc04_as12880__to__rrc05_as12880,none,lstm,graph,0.472,0.5064,0.472,0.0042,0.3881,0.0054,0.0948,0.2452,0.0948,0.1165,0.2671,0.0814
same_as,rrc04_as12880__to__rrc05_as12880,none,lstm,stat,0.8772,0.8252,0.8774,0.0156,0.1343,0.0251,0.0363,0.0702,0.0377,0.8034,0.8319,0.8319
same_as,rrc04_as12880__to__rrc05_as12880,none,mlp,fusion_early,0.8769,0.827,0.8703,0.0182,0.1833,0.0336,0.0352,0.0928,0.0379,0.8086,0.8241,0.8241
same_as,rrc04_as12880__to__rrc05_as12880,none,mlp,fusion_late_attention,0.8772,0.8372,0.8769,0.0784,0.0862,0.0775,0.0428,0.0576,0.0442,0.8075,0.8243,0.8243
same_as,rrc04_as12880__to__rrc05_as12880,none,mlp,fusion_late_mean,0.8769,0.8503,0.8785,0.024,0.2718,0.0216,0.0364,0.1107,0.0356,0.7952,0.8242,0.8243
same_as,rrc04_as12880__to__rrc05_as12880,none,mlp,fusion_late_or,0.8769,0.7,0.8511,0.064,0.4339,0.0865,0.0401,0.2363,0.0415,0.7676,0.8108,0.8237
same_as,rrc04_as12880__to__rrc05_as12880,none,mlp,graph,0.472,0.3968,0.489,0.0259,0.3914,0.0019,0.0973,0.248,0.0948,0.1036,0.1383,0.1802
same_as,rrc04_as12880__to__rrc05_as12880,none,mlp,stat,0.8769,0.8493,0.8785,0.0172,0.0892,0.0272,0.0354,0.0567,0.0356,0.8067,0.8243,0.8243
same_as,rrc04_as12880__to__rrc05_as12880,none,random_forest,fusion_early,0.2362,0.8323,0.0985,0.5517,0.314,0.2842,0.3708,0.1367,0.1298,0.7654,0.813,0.813
same_as,rrc04_as12880__to__rrc05_as12880,none,random_forest,fusion_late_attention,0.1715,0.0937,0.1432,0.8553,0.7864,0.6587,0.8229,0.698,0.523,0.7986,0.8215,0.8072
same_as,rrc04_as12880__to__rrc05_as12880,none,random_forest,fusion_late_mean,0.2819,0.8763,0.3579,0.5536,0.3122,0.1756,0.3765,0.1339,0.0964,0.664,0.8337,0.7973
same_as,rrc04_as12880__to__rrc05_as12880,none,random_forest,fusion_late_or,0.1295,0.8095,0.0934,0.5962,0.3471,0.3276,0.422,0.1605,0.1635,0.7497,0.8433,0.808
same_as,rrc04_as12880__to__rrc05_as12880,none,random_forest,graph,0.5425,0.6429,0.5197,0.0428,0.2232,0.0419,0.0921,0.1332,0.0914,0.3126,0.3641,0.3641
same_as,rrc04_as12880__to__rrc05_as12880,none,random_forest,stat,0.1295,0.7983,0.0934,0.5963,0.3378,0.329,0.4221,0.1552,0.164,0.7497,0.808,0.808
same_as,rrc04_as12880__to__rrc05_as12880,none,xgboost,fusion_early,0.0934,0.0941,0.093,0.8008,0.8631,0.8631,0.725,0.8352,0.8376,0.2823,0.8192,0.8192
same_as,rrc04_as12880__to__rrc05_as12880,none,xgboost,fusion_late_attention,0.096,0.0937,0.0943,0.874,0.8862,0.8865,0.8553,0.8779,0.8797,0.6084,0.3603,0.311
same_as,rrc04_as12880__to__rrc05_as12880,none,xgboost,fusion_late_mean,0.1487,0.3183,0.0952,0.6281,0.4991,0.7766,0.4732,0.3458,0.6954,0.4457,0.2888,0.2971
same_as,rrc04_as12880__to__rrc05_as12880,none,xgboost,fusion_late_or,0.0967,0.0962,0.0939,0.671,0.8053,0.8253,0.5229,0.7342,0.7719,0.5384,0.8062,0.8032
same_as,rrc04_as12880__to__rrc05_as12880,none,xgboost,graph,0.5663,0.5313,0.5734,0.0456,0.2257,0.0591,0.0906,0.1814,0.0941,0.2377,0.2525,0.2525
same_as,rrc04_as12880__to__rrc05_as12880,none,xgboost,stat,0.0966,0.0956,0.0934,0.6714,0.8051,0.826,0.5235,0.7332,0.7727,0.5339,0.8032,0.8032
same_as,rrc04_as3352__to__rrc05_as3352,equal,lstm,fusion_early,0.5028,0.5087,0.5021,0.0764,0.1807,0.0283,0.0572,0.0809,0.0499,0.0742,0.1151,0.1151
same_as,rrc04_as3352__to__rrc05_as3352,equal,lstm,fusion_late_attention,0.5014,0.502,0.5035,0.0898,0.0403,0.0415,0.0713,0.0507,0.0519,0.0547,0.0992,0.0917
same_as,rrc04_as3352__to__rrc05_as3352,equal,lstm,fusion_late_mean,0.4967,0.505,0.5033,0.0802,0.1854,0.0367,0.0662,0.0847,0.0527,0.0539,0.0923,0.0869
same_as,rrc04_as3352__to__rrc05_as3352,equal,lstm,fusion_late_or,0.511,0.5105,0.5064,0.2576,0.2241,0.0577,0.1325,0.1098,0.0719,0.0538,0.0918,0.0708
same_as,rrc04_as3352__to__rrc05_as3352,equal,lstm,graph,0.5096,0.5056,0.5058,0.2484,0.1798,0.0371,0.1224,0.0891,0.0627,0.0527,0.0576,0.0576
same_as,rrc04_as3352__to__rrc05_as3352,equal,lstm,stat,0.492,0.4997,0.491,0.0732,0.1916,0.0375,0.0624,0.0898,0.0564,0.0627,0.1366,0.1366
same_as,rrc04_as3352__to__rrc05_as3352,equal,mlp,fusion_early,0.5063,0.5049,0.5078,0.1358,0.1238,0.0946,0.0912,0.0874,0.0831,0.0611,0.0569,0.0569
same_as,rrc04_as3352__to__rrc05_as3352,equal,mlp,fusion_late_attention,0.4814,0.4959,0.4928,0.2842,0.134,0.1604,0.1999,0.0926,0.101,0.0555,0.0451,0.0464
same_as,rrc04_as3352__to__rrc05_as3352,equal,mlp,fusion_late_mean,0.4772,0.5002,0.4567,0.2383,0.2666,0.1978,0.1531,0.1286,0.1133,0.0521,0.0463,0.0473
same_as,rrc04_as3352__to__rrc05_as3352,equal,mlp,fusion_late_or,0.4609,0.3642,0.3826,0.3759,0.4531,0.4449,0.2773,0.2664,0.2817,0.0569,0.068,0.0718
same_as,rrc04_as3352__to__rrc05_as3352,equal,mlp,graph,0.4778,0.3818,0.4039,0.3473,0.4317,0.4198,0.247,0.2434,0.2559,0.0567,0.0761,0.0761
same_as,rrc04_as3352__to__rrc05_as3352,equal,mlp,stat,0.494,0.4944,0.4901,0.1693,0.1268,0.1034,0.1007,0.0942,0.0884,0.0563,0.0439,0.0439
same_as,rrc04_as3352__to__rrc05_as3352,equal,random_forest,fusion_early,0.3189,0.5403,0.2677,0.5204,0.4256,0.4667,0.3136,0.2198,0.2692,0.343,0.4407,0.4407
same_as,rrc04_as3352__to__rrc05_as3352,equal,random_forest,fusion_late_attention,0.4781,0.5824,0.5343,0.3753,0.3593,0.3649,0.1986,0.1813,0.1871,0.4936,0.5164,0.4837
same_as,rrc04_as3352__to__rrc05_as3352,equal,random_forest,fusion_late_mean,0.3386,0.6758,0.2721,0.5455,0.3751,0.4886,0.3704,0.1766,0.2852,0.3146,0.4793,0.4503
same_as,rrc04_as3352__to__rrc05_as3352,equal,random_forest,fusion_late_or,0.1139,0.0538,0.0474,0.6236,0.5636,0.691,0.4318,0.3603,0.5203,0.3624,0.2981,0.4057
same_as,rrc04_as3352__to__rrc05_as3352,equal,random_forest,graph,0.1135,0.0543,0.0474,0.616,0.5591,0.6852,0.4301,0.3606,0.5188,0.1176,0.1361,0.1361
same_as,rrc04_as3352__to__rrc05_as3352,equal,random_forest,stat,0.7063,0.7036,0.6968,0.1482,0.1904,0.1438,0.0655,0.0739,0.0667,0.4728,0.5427,0.5427
same_as,rrc04_as3352__to__rrc05_as3352,equal,xgboost,fusion_early,0.4077,0.5215,0.4222,0.513,0.3924,0.3952,0.3334,0.2434,0.282,0.3259,0.5039,0.5039
same_as,rrc04_as3352__to__rrc05_as3352,equal,xgboost,fusion_late_attention,0.592,0.6659,0.6097,0.2522,0.2818,0.2933,0.1256,0.1371,0.1418,0.398,0.4027,0.3443
same_as,rrc04_as3352__to__rrc05_as3352,equal,xgboost,fusion_late_mean,0.5866,0.6664,0.4671,0.3581,0.3768,0.4353,0.1966,0.1815,0.2422,0.3029,0.3651,0.328
same_as,rrc04_as3352__to__rrc05_as3352,equal,xgboost,fusion_late_or,0.3689,0.1101,0.0481,0.5204,0.6829,0.733,0.3281,0.5166,0.5875,0.4845,0.5282,0.5372
same_as,rrc04_as3352__to__rrc05_as3352,equal,xgboost,graph,0.3402,0.1142,0.0481,0.4891,0.6657,0.7149,0.3158,0.5078,0.5737,0.1158,0.1283,0.1283
same_as,rrc04_as3352__to__rrc05_as3352,equal,xgboost,stat,0.7088,0.7062,0.675,0.1236,0.088,0.1122,0.0672,0.0642,0.0745,0.497,0.5765,0.5765
same_as,rrc04_as3352__to__rrc05_as3352,none,lstm,fusion_early,0.5136,0.5481,0.4756,0.0492,0.1442,0.1199,0.0492,0.0604,0.0624,0.0753,0.4319,0.0295
same_as,rrc04_as3352__to__rrc05_as3352,none,lstm,fusion_late_attention,0.4991,0.1801,0.4038,0.1877,0.5929,0.5372,0.0905,0.4612,0.3418,0.0586,0.09,0.0589
same_as,rrc04_as3352__to__rrc05_as3352,none,lstm,fusion_late_mean,0.4991,0.5322,0.3675,0.0475,0.1663,0.083,0.0498,0.0737,0.0555,0.0587,0.2065,0.0898
same_as,rrc04_as3352__to__rrc05_as3352,none,lstm,fusion_late_or,0.5177,0.5305,0.3574,0.0499,0.2267,0.135,0.0499,0.1094,0.068,0.0693,0.1616,0.0537
same_as,rrc04_as3352__to__rrc05_as3352,none,lstm,graph,0.4945,0.503,0.3667,0.0483,0.2161,0.087,0.0502,0.1111,0.0599,0.0521,0.0574,0.0795
same_as,rrc04_as3352__to__rrc05_as3352,none,lstm,stat,0.5136,0.5389,0.4845,0.0459,0.1205,0.1071,0.049,0.0542,0.0597,0.078,0.4313,0.1087
same_as,rrc04_as3352__to__rrc05_as3352,none,mlp,fusion_early,0.5274,0.5656,0.5648,0.0415,0.0412,0.0399,0.046,0.0436,0.0452,0.2522,0.2861,0.2861
same_as,rrc04_as3352__to__rrc05_as3352,none,mlp,fusion_late_attention,0.5001,0.5782,0.5311,0.3588,0.0983,0.2912,0.3026,0.0662,0.1955,0.123,0.1611,0.1186
same_as,rrc04_as3352__to__rrc05_as3352,none,mlp,fusion_late_mean,0.452,0.5561,0.4691,0.286,0.1798,0.0954,0.2648,0.0892,0.0754,0.0877,0.1336,0.1069
same_as,rrc04_as3352__to__rrc05_as3352,none,mlp,fusion_late_or,0.452,0.4517,0.41,0.3011,0.3547,0.2044,0.3117,0.2208,0.1617,0.0504,0.0937,0.0813
same_as,rrc04_as3352__to__rrc05_as3352,none,mlp,graph,0.4495,0.4471,0.4077,0.3021,0.3537,0.2043,0.3127,0.2217,0.1629,0.0494,0.0752,0.0752
same_as,rrc04_as3352__to__rrc05_as3352,none,mlp,stat,0.5119,0.5409,0.5408,0.0468,0.0228,0.0437,0.0475,0.0437,0.0469,0.1908,0.2366,0.2366
same_as,rrc04_as3352__to__rrc05_as3352,none,random_forest,fusion_early,0.6402,0.5606,0.5565,0.2212,0.1631,0.0538,0.1035,0.0631,0.0378,0.393,0.4726,0.4726
same_as,rrc04_as3352__to__rrc05_as3352,none,random_forest,fusion_late_attention,0.7226,0.7848,0.6546,0.0628,0.1686,0.0836,0.034,0.059,0.0357,0.5947,0.6341,0.6292
same_as,rrc04_as3352__to__rrc05_as3352,none,random_forest,fusion_late_mean,0.717,0.5467,0.652,0.0278,0.1587,0.0275,0.0316,0.0573,0.0416,0.5491,0.6254,0.5784
same_as,rrc04_as3352__to__rrc05_as3352,none,random_forest,fusion_late_or,0.6992,0.584,0.5427,0.0588,0.2473,0.0604,0.0339,0.1015,0.0406,0.5515,0.3229,0.4351
same_as,rrc04_as3352__to__rrc05_as3352,none,random_forest,graph,0.5441,0.5525,0.4775,0.0242,0.2401,0.0412,0.0452,0.1035,0.0464,0.1373,0.1561,0.1561
same_as,rrc04_as3352__to__rrc05_as3352,none,random_forest,stat,0.6645,0.5237,0.7333,0.0184,0.0628,0.0256,0.0329,0.0362,0.0386,0.5254,0.5767,0.5767
same_as,rrc04_as3352__to__rrc05_as3352,none,xgboost,fusion_early,0.6368,0.6393,0.6285,0.1461,0.1285,0.1067,0.1012,0.0991,0.1059,0.3575,0.4219,0.4219
same_as,rrc04_as3352__to__rrc05_as3352,none,xgboost,fusion_late_attention,0.7847,0.792,0.7604,0.0511,0.0933,0.0649,0.035,0.0452,0.0404,0.599,0.5384,0.4919
same_as,rrc04_as3352__to__rrc05_as3352,none,xgboost,fusion_late_mean,0.774,0.6926,0.7509,0.0162,0.1054,0.0193,0.0302,0.048,0.0341,0.5595,0.5021,0.4786
same_as,rrc04_as3352__to__rrc05_as3352,none,xgboost,fusion_late_or,0.7792,0.6343,0.68,0.0342,0.224,0.0579,0.031,0.1073,0.0437,0.5688,0.4541,0.4766
same_as,rrc04_as3352__to__rrc05_as3352,none,xgboost,graph,0.5441,0.5163,0.5219,0.0197,0.2034,0.0598,0.0456,0.1148,0.0547,0.1155,0.1205,0.1205
same_as,rrc04_as3352__to__rrc05_as3352,none,xgboost,stat,0.7606,0.7421,0.772,0.0159,0.0244,0.0251,0.0312,0.0318,0.035,0.5566,0.6,0.6
same_as,rrc05_as12880__to__rrc04_as12880,equal,lstm,fusion_early,,0.3148,,,0.5743,,,0.418,,,0.8439,
same_as,rrc05_as12880__to__rrc04_as12880,equal,lstm,fusion_late_mean,,0.1877,,,0.5393,,,0.3793,,,0.3756,
same_as,rrc05_as12880__to__rrc04_as12880,equal,lstm,fusion_late_or,,0.1652,,,0.7036,,,0.5793,,,0.774,
same_as,rrc05_as12880__to__rrc04_as12880,equal,lstm,graph,,0.4957,,,0.4018,,,0.2756,,,0.1158,
same_as,rrc05_as12880__to__rrc04_as12880,equal,lstm,stat,,0.1931,,,0.677,,,0.5492,,,0.7743,
same_as,rrc05_as12880__to__rrc04_as12880,equal,mlp,fusion_early,,0.8493,,,0.2701,,,0.1163,,,0.8972,
same_as,rrc05_as12880__to__rrc04_as12880,equal,mlp,fusion_late_mean,,0.863,,,0.3705,,,0.1727,,,0.8451,
same_as,rrc05_as12880__to__rrc04_as12880,equal,mlp,fusion_late_or,,0.6199,,,0.4417,,,0.2365,,,0.883,
same_as,rrc05_as12880__to__rrc04_as12880,equal,mlp,graph,,0.4756,,,0.3849,,,0.2445,,,0.1094,
same_as,rrc05_as12880__to__rrc04_as12880,equal,mlp,stat,,0.8588,,,0.3017,,,0.1273,,,0.8978,
same_as,rrc05_as12880__to__rrc04_as12880,equal,random_forest,fusion_early,,0.0967,,,0.7553,,,0.6567,,,0.5912,
same_as,rrc05_as12880__to__rrc04_as12880,equal,random_forest,fusion_late_mean,,0.0967,,,0.6757,,,0.5516,,,0.1571,
same_as,rrc05_as12880__to__rrc04_as12880,equal,random_forest,fusion_late_or,,0.0973,,,0.833,,,0.7897,,,0.3218,
same_as,rrc05_as12880__to__rrc04_as12880,equal,random_forest,graph,,0.1213,,,0.518,,,0.3698,,,0.1326,
same_as,rrc05_as12880__to__rrc04_as12880,equal,random_forest,stat,,0.0968,,,0.833,,,0.7886,,,0.3205,
same_as,rrc05_as12880__to__rrc04_as12880,equal,xgboost,fusion_early,,0.1033,,,0.8835,,,0.8797,,,0.7052,
same_as,rrc05_as12880__to__rrc04_as12880,equal,xgboost,fusion_late_mean,,0.1023,,,0.7202,,,0.6243,,,0.1553,
same_as,rrc05_as12880__to__rrc04_as12880,equal,xgboost,fusion_late_or,,0.0983,,,0.8856,,,0.8824,,,0.7408,
same_as,rrc05_as12880__to__rrc04_as12880,equal,xgboost,graph,,0.253,,,0.5588,,,0.4412,,,0.1408,
same_as,rrc05_as12880__to__rrc04_as12880,equal,xgboost,stat,,0.1036,,,0.8837,,,0.8804,,,0.7403,
same_as,rrc05_as12880__to__rrc04_as12880,none,lstm,fusion_early,,0.1065,,,0.8589,,,0.8356,,,0.6026,
same_as,rrc05_as12880__to__rrc04_as12880,none,lstm,fusion_late_mean,,0.1017,,,0.6415,,,0.5115,,,0.1406,
same_as,rrc05_as12880__to__rrc04_as12880,none,lstm,fusion_late_or,,0.101,,,0.8771,,,0.8656,,,0.4299,
same_as,rrc05_as12880__to__rrc04_as12880,none,lstm,graph,,0.5009,,,0.4069,,,0.2786,,,0.1186,
same_as,rrc05_as12880__to__rrc04_as12880,none,lstm,stat,,0.1014,,,0.8762,,,0.8647,,,0.4299,
same_as,rrc05_as12880__to__rrc04_as12880,none,mlp,fusion_early,,0.7987,,,0.2804,,,0.1197,,,0.9093,
same_as,rrc05_as12880__to__rrc04_as12880,none,mlp,fusion_late_mean,,0.7856,,,0.3535,,,0.1605,,,0.8448,
same_as,rrc05_as12880__to__rrc04_as12880,none,mlp,fusion_late_or,,0.5048,,,0.4467,,,0.2437,,,0.8959,
same_as,rrc05_as12880__to__rrc04_as12880,none,mlp,graph,,0.4078,,,0.3805,,,0.2464,,,0.1092,
same_as,rrc05_as12880__to__rrc04_as12880,none,mlp,stat,,0.7852,,,0.2713,,,0.114,,,0.9085,
same_as,rrc05_as12880__to__rrc04_as12880,none,random_forest,fusion_early,,0.1319,,,0.5778,,,0.4112,,,0.538,
same_as,rrc05_as12880__to__rrc04_as12880,none,random_forest,fusion_late_mean,,0.1174,,,0.5542,,,0.4061,,,0.1341,
same_as,rrc05_as12880__to__rrc04_as12880,none,random_forest,fusion_late_or,,0.1045,,,0.7378,,,0.6491,,,0.1475,
same_as,rrc05_as12880__to__rrc04_as12880,none,random_forest,graph,,0.4892,,,0.3717,,,0.2453,,,0.1392,
same_as,rrc05_as12880__to__rrc04_as12880,none,random_forest,stat,,0.1062,,,0.7363,,,0.6465,,,0.1429,
same_as,rrc05_as12880__to__rrc04_as12880,none,xgboost,fusion_early,,0.1036,,,0.887,,,0.8866,,,0.7513,
same_as,rrc05_as12880__to__rrc04_as12880,none,xgboost,fusion_late_mean,,0.1035,,,0.5819,,,0.4517,,,0.138,
same_as,rrc05_as12880__to__rrc04_as12880,none,xgboost,fusion_late_or,,0.1018,,,0.887,,,0.8865,,,0.6983,
same_as,rrc05_as12880__to__rrc04_as12880,none,xgboost,graph,,0.4839,,,0.3012,,,0.242,,,0.1381,
same_as,rrc05_as12880__to__rrc04_as12880,none,xgboost,stat,,0.1033,,,0.887,,,0.8863,,,0.6983,
same_as,rrc05_as12880__to__rrc04_as12880__core10,equal,lstm,core10,,0.4071,,,0.4599,,,0.3044,,,0.7563,
same_as,rrc05_as12880__to__rrc04_as12880__core10,equal,mlp,core10,,0.656,,,0.3314,,,0.1729,,,0.7716,
same_as,rrc05_as12880__to__rrc04_as12880__core10,equal,random_forest,core10,,0.2119,,,0.5694,,,0.4141,,,0.6243,
same_as,rrc05_as12880__to__rrc04_as12880__core10,equal,xgboost,core10,,0.2421,,,0.7058,,,0.6483,,,0.6348,
same_as,rrc05_as12880__to__rrc04_as12880__core10,none,lstm,core10,,0.2866,,,0.6092,,,0.4945,,,0.7529,
same_as,rrc05_as12880__to__rrc04_as12880__core10,none,mlp,core10,,0.4087,,,0.4877,,,0.326,,,0.7558,
same_as,rrc05_as12880__to__rrc04_as12880__core10,none,random_forest,core10,,0.4225,,,0.3584,,,0.2328,,,0.4186,
same_as,rrc05_as12880__to__rrc04_as12880__core10,none,xgboost,core10,,0.2747,,,0.6642,,,0.6037,,,0.5038,
same_as,rrc05_as3352__to__rrc04_as3352,equal,lstm,fusion_early,,0.2262,,,0.535,,,0.3597,,,0.0733,
same_as,rrc05_as3352__to__rrc04_as3352,equal,lstm,fusion_late_mean,,0.2662,,,0.4626,,,0.2931,,,0.0668,
same_as,rrc05_as3352__to__rrc04_as3352,equal,lstm,fusion_late_or,,0.2161,,,0.5198,,,0.3556,,,0.0757,
same_as,rrc05_as3352__to__rrc04_as3352,equal,lstm,graph,,0.4179,,,0.427,,,0.249,,,0.0496,
same_as,rrc05_as3352__to__rrc04_as3352,equal,lstm,stat,,0.2515,,,0.5141,,,0.3486,,,0.0772,
same_as,rrc05_as3352__to__rrc04_as3352,equal,mlp,fusion_early,,0.2249,,,0.5442,,,0.3904,,,0.2139,
same_as,rrc05_as3352__to__rrc04_as3352,equal,mlp,fusion_late_mean,,0.4515,,,0.4319,,,0.2587,,,0.2605,
same_as,rrc05_as3352__to__rrc04_as3352,equal,mlp,fusion_late_or,,0.4069,,,0.4537,,,0.2786,,,0.2929,
same_as,rrc05_as3352__to__rrc04_as3352,equal,mlp,graph,,0.3281,,,0.4098,,,0.2475,,,0.051,
same_as,rrc05_as3352__to__rrc04_as3352,equal,mlp,stat,,0.4124,,,0.4509,,,0.2749,,,0.2942,
same_as,rrc05_as3352__to__rrc04_as3352,equal,random_forest,fusion_early,,0.1108,,,0.5448,,,0.3691,,,0.3009,
same_as,rrc05_as3352__to__rrc04_as3352,equal,random_forest,fusion_late_mean,,0.3098,,,0.5172,,,0.3406,,,0.3162,
same_as,rrc05_as3352__to__rrc04_as3352,equal,random_forest,fusion_late_or,,0.0792,,,0.6471,,,0.4944,,,0.2793,
same_as,rrc05_as3352__to__rrc04_as3352,equal,random_forest,graph,,0.0792,,,0.6375,,,0.4869,,,0.0958,
same_as,rrc05_as3352__to__rrc04_as3352,equal,random_forest,stat,,0.4546,,,0.3949,,,0.2519,,,0.329,
same_as,rrc05_as3352__to__rrc04_as3352,equal,xgboost,fusion_early,,0.4913,,,0.3626,,,0.2762,,,0.3287,
same_as,rrc05_as3352__to__rrc04_as3352,equal,xgboost,fusion_late_mean,,0.4207,,,0.55,,,0.3867,,,0.27,
same_as,rrc05_as3352__to__rrc04_as3352,equal,xgboost,fusion_late_or,,0.0804,,,0.7943,,,0.7077,,,0.2822,
same_as,rrc05_as3352__to__rrc04_as3352,equal,xgboost,graph,,0.0806,,,0.7784,,,0.6876,,,0.094,
same_as,rrc05_as3352__to__rrc04_as3352,equal,xgboost,stat,,0.5265,,,0.3216,,,0.2625,,,0.3196,
same_as,rrc05_as3352__to__rrc04_as3352,none,lstm,fusion_early,,0.3849,,,0.4519,,,0.3062,,,0.0846,
same_as,rrc05_as3352__to__rrc04_as3352,none,lstm,fusion_late_mean,,0.3423,,,0.4595,,,0.2938,,,0.0826,
same_as,rrc05_as3352__to__rrc04_as3352,none,lstm,fusion_late_or,,0.2985,,,0.5631,,,0.4199,,,0.0899,
same_as,rrc05_as3352__to__rrc04_as3352,none,lstm,graph,,0.4611,,,0.3977,,,0.2236,,,0.0512,
same_as,rrc05_as3352__to__rrc04_as3352,none,lstm,stat,,0.3225,,,0.5307,,,0.4007,,,0.0921,
same_as,rrc05_as3352__to__rrc04_as3352,none,mlp,fusion_early,,0.4467,,,0.428,,,0.2639,,,0.1584,
same_as,rrc05_as3352__to__rrc04_as3352,none,mlp,fusion_late_mean,,0.4022,,,0.4325,,,0.2638,,,0.1186,
same_as,rrc05_as3352__to__rrc04_as3352,none,mlp,fusion_late_or,,0.3277,,,0.4757,,,0.3136,,,0.1747,
same_as,rrc05_as3352__to__rrc04_as3352,none,mlp,graph,,0.4048,,,0.4172,,,0.2578,,,0.0796,
same_as,rrc05_as3352__to__rrc04_as3352,none,mlp,stat,,0.417,,,0.4406,,,0.2805,,,0.1715,
same_as,rrc05_as3352__to__rrc04_as3352,none,random_forest,fusion_early,,0.5077,,,0.1412,,,0.0907,,,0.2869,
same_as,rrc05_as3352__to__rrc04_as3352,none,random_forest,fusion_late_mean,,0.5023,,,0.1075,,,0.0805,,,0.3234,
same_as,rrc05_as3352__to__rrc04_as3352,none,random_forest,fusion_late_or,,0.5996,,,0.1691,,,0.0978,,,0.3253,
same_as,rrc05_as3352__to__rrc04_as3352,none,random_forest,graph,,0.4903,,,0.1242,,,0.0981,,,0.0819,
same_as,rrc05_as3352__to__rrc04_as3352,none,random_forest,stat,,0.5903,,,0.0786,,,0.0748,,,0.3437,
same_as,rrc05_as3352__to__rrc04_as3352,none,xgboost,fusion_early,,0.541,,,0.2173,,,0.1866,,,0.2882,
same_as,rrc05_as3352__to__rrc04_as3352,none,xgboost,fusion_late_mean,,0.6199,,,0.0489,,,0.0756,,,0.3604,
same_as,rrc05_as3352__to__rrc04_as3352,none,xgboost,fusion_late_or,,0.6123,,,0.1518,,,0.1484,,,0.3909,
same_as,rrc05_as3352__to__rrc04_as3352,none,xgboost,graph,,0.4942,,,0.0738,,,0.0839,,,0.0778,
same_as,rrc05_as3352__to__rrc04_as3352,none,xgboost,stat,,0.6093,,,0.1509,,,0.1492,,,0.3806,
same_as,rrc05_as3352__to__rrc04_as3352__core10,equal,lstm,core10,,0.4978,,,0.143,,,0.1076,,,0.07,
same_as,rrc05_as3352__to__rrc04_as3352__core10,equal,mlp,core10,,0.498,,,0.3989,,,0.2122,,,0.0637,
same_as,rrc05_as3352__to__rrc04_as3352__core10,equal,random_forest,core10,,0.4706,,,0.3975,,,0.238,,,0.1353,
same_as,rrc05_as3352__to__rrc04_as3352__core10,equal,xgboost,core10,,0.4983,,,0.2372,,,0.1517,,,0.1082,
same_as,rrc05_as3352__to__rrc04_as3352__core10,none,lstm,core10,,0.5003,,,0.0913,,,0.1025,,,0.0687,
same_as,rrc05_as3352__to__rrc04_as3352__core10,none,mlp,core10,,0.4862,,,0.3466,,,0.1837,,,0.0642,
same_as,rrc05_as3352__to__rrc04_as3352__core10,none,random_forest,core10,,0.4903,,,0.0468,,,0.0812,,,0.1522,
same_as,rrc05_as3352__to__rrc04_as3352__core10,none,xgboost,core10,,0.5051,,,0.084,,,0.0931,,,0.1272,
