pair,balance_fit,alignment,classifier,view,stage1a,stage1b,delta
rrc05_as12880__to__rrc05_as3352,equal,before_coral,random_forest,fusion_late_mean,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,equal,before_coral,random_forest,fusion_late_or,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,equal,before_coral,random_forest,graph,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,equal,before_coral,random_forest,stat,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,equal,before_coral,xgboost,fusion_early,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,equal,before_coral,xgboost,fusion_late_attention,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,equal,before_coral,xgboost,fusion_late_mean,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,equal,before_coral,xgboost,fusion_late_or,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,equal,before_coral,xgboost,graph,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,equal,before_coral,xgboost,stat,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,after_coral,lstm,fusion_early,0.0474,0.3508,0.3033
rrc05_as12880__to__rrc05_as3352,none,after_coral,lstm,fusion_late_attention,0.0474,0.0523,0.0049
rrc05_as12880__to__rrc05_as3352,none,after_coral,lstm,fusion_late_mean,0.0474,0.1029,0.0555
rrc05_as12880__to__rrc05_as3352,none,after_coral,lstm,fusion_late_or,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,after_coral,lstm,graph,0.0488,0.0492,0.0004
rrc05_as12880__to__rrc05_as3352,none,after_coral,lstm,stat,0.0474,0.1889,0.1415
rrc05_as12880__to__rrc05_as3352,none,after_coral,mlp,fusion_early,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,after_coral,mlp,fusion_late_attention,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,after_coral,mlp,fusion_late_mean,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,after_coral,mlp,fusion_late_or,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,after_coral,mlp,graph,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,after_coral,mlp,stat,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,after_coral,random_forest,fusion_early,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,after_coral,random_forest,fusion_late_attention,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,after_coral,random_forest,fusion_late_mean,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,after_coral,random_forest,fusion_late_or,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,after_coral,random_forest,graph,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,after_coral,random_forest,stat,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,after_coral,xgboost,fusion_early,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,after_coral,xgboost,fusion_late_attention,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,after_coral,xgboost,fusion_late_mean,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,after_coral,xgboost,fusion_late_or,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,after_coral,xgboost,graph,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,after_coral,xgboost,stat,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,before_coral,lstm,fusion_early,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,before_coral,lstm,fusion_late_attention,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,before_coral,lstm,fusion_late_mean,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,before_coral,lstm,fusion_late_or,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,before_coral,lstm,graph,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,before_coral,lstm,stat,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,before_coral,mlp,fusion_early,0.0474,0.2129,0.1655
rrc05_as12880__to__rrc05_as3352,none,before_coral,mlp,fusion_late_attention,0.0476,0.3549,0.3073
rrc05_as12880__to__rrc05_as3352,none,before_coral,mlp,fusion_late_mean,0.0665,0.3494,0.2829
rrc05_as12880__to__rrc05_as3352,none,before_coral,mlp,fusion_late_or,0.0474,0.349,0.3015
rrc05_as12880__to__rrc05_as3352,none,before_coral,mlp,graph,0.4016,0.5358,0.1342
rrc05_as12880__to__rrc05_as3352,none,before_coral,mlp,stat,0.0474,0.3499,0.3025
rrc05_as12880__to__rrc05_as3352,none,before_coral,random_forest,fusion_early,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,before_coral,random_forest,fusion_late_attention,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,before_coral,random_forest,fusion_late_mean,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,before_coral,random_forest,fusion_late_or,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,before_coral,random_forest,graph,0.0474,0.0474,-0.0
rrc05_as12880__to__rrc05_as3352,none,before_coral,random_forest,stat,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,before_coral,xgboost,fusion_early,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,before_coral,xgboost,fusion_late_attention,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,before_coral,xgboost,fusion_late_mean,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,before_coral,xgboost,fusion_late_or,0.0474,0.0474,0.0
rrc05_as12880__to__rrc05_as3352,none,before_coral,xgboost,graph,0.0474,0.1168,0.0693
rrc05_as12880__to__rrc05_as3352,none,before_coral,xgboost,stat,0.0474,0.0474,0.0
