bucket,coral_kind,pair,source,target,feature_set,balance_fit,calibration,alignment,classifier,edge,view,macro_f1_mean,macro_f1_std,precision_normal_mean,precision_normal_std,precision_anomaly_mean,precision_anomaly_std,recall_normal_mean,recall_normal_std,recall_anomaly_mean,recall_anomaly_std,f1_normal_mean,f1_normal_std,f1_anomaly_mean,f1_anomaly_std,balanced_accuracy_mean,balanced_accuracy_std,TN_mean,TN_std,FP_mean,FP_std,FN_mean,FN_std,TP_mean,TP_std,n_rows_mean,n_rows_std,n_anomaly_mean,n_anomaly_std,n_normal_mean,n_normal_std,pr_auc_anomaly_mean,pr_auc_anomaly_std,ece_mean,ece_std,brier_mean,brier_std,fit_ms_mean,fit_ms_std,predict_target_ms_mean,predict_target_ms_std,predict_source_ms_mean,predict_source_ms_std,single_window_ms_median_mean,single_window_ms_median_std,single_window_ms_p95_mean,single_window_ms_p95_std,batched_ms_per_window_median_mean,batched_ms_per_window_median_std
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,calibrated_pack,before_coral,mlp,,stat,0.876949,0.010518,0.960572,0.004039,0.954836,0.032875,0.996152,0.003075,0.654967,0.037510,0.978030,0.001429,0.775868,0.019718,0.825560,0.017640,5074.400000,15.662056,19.600000,15.662056,208.400000,22.656125,395.600000,22.656125,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.806745,0.009876,0.017225,0.003502,0.035423,0.001556,4190.507800,291.663846,4.592400,2.265166,1.822800,0.408704,1.035800,0.031976,2.253580,2.686703,0.000220,0.000045
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,calibrated_pack,before_coral,random_forest,,fusion_early,0.236247,0.159147,0.856913,0.137111,0.123525,0.028095,0.172988,0.201146,0.939404,0.016989,0.255215,0.276226,0.217279,0.042643,0.556196,0.092478,881.200000,1024.638814,4212.800000,1024.638814,36.600000,10.261579,567.400000,10.261579,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.765381,0.024685,0.551684,0.026672,0.370804,0.027430,2468.633200,831.221426,145.059000,40.987309,167.776400,44.780595,78.285880,27.976741,136.960000,35.936161,0.026780,0.006343
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,calibrated_pack,before_coral,random_forest,,fusion_late_attention,0.171522,0.129092,0.777882,0.161129,0.112774,0.020859,0.092580,0.159270,0.947351,0.014068,0.142072,0.226204,0.200972,0.032119,0.519965,0.074277,471.600000,811.321946,4622.400000,811.321946,31.800000,8.497058,572.200000,8.497058,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.798572,0.011629,0.855272,0.023170,0.822876,0.042428,5.189200,0.311741,0.150200,0.030335,,,0.000011,0.000001,0.000012,0.000002,0.000011,0.000001
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,calibrated_pack,before_coral,random_forest,,fusion_late_mean,0.281858,0.072189,0.961808,0.016675,0.125086,0.012560,0.214134,0.091360,0.938742,0.004055,0.343151,0.124988,0.220566,0.019512,0.576438,0.044931,1090.800000,465.385539,4003.200000,465.385539,37.000000,2.449490,567.000000,2.449490,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.664024,0.043862,0.553562,0.023079,0.376502,0.025860,0.000000,0.000000,,,,,0.000033,0.000005,0.000034,0.000006,0.000033,0.000005
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,calibrated_pack,before_coral,random_forest,,fusion_late_or,0.129497,0.040489,0.747795,0.166229,0.104597,0.003915,0.038163,0.041992,0.946358,0.005314,0.070643,0.074776,0.188351,0.006261,0.492260,0.019328,194.400000,213.904885,4899.600000,213.904885,32.400000,3.209361,571.600000,3.209361,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.749674,0.017849,0.596170,0.041136,0.421959,0.051348,0.000000,0.000000,,,,,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,calibrated_pack,before_coral,random_forest,,graph,0.542503,0.050195,0.901267,0.005341,1.000000,0.000000,1.000000,0.000000,0.075828,0.055536,0.948063,0.002957,0.136943,0.097434,0.537914,0.027768,5094.000000,0.000000,0.000000,0.000000,558.200000,33.544001,45.800000,33.544001,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.312568,0.020450,0.042833,0.006285,0.092052,0.000507,1807.309600,597.745698,132.598400,34.994502,211.835600,82.935987,94.808420,22.146451,134.477100,42.877820,0.026720,0.006696
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,calibrated_pack,before_coral,random_forest,,stat,0.129497,0.040489,0.747795,0.166229,0.104597,0.003915,0.038163,0.041992,0.946358,0.005314,0.070643,0.074776,0.188351,0.006261,0.492260,0.019328,194.400000,213.904885,4899.600000,213.904885,32.400000,3.209361,571.600000,3.209361,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.749672,0.017849,0.596266,0.041134,0.422139,0.051342,1101.591400,478.182001,113.547600,48.782262,82.060000,32.528211,61.351060,28.049615,101.198520,61.235467,0.016680,0.006881
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,calibrated_pack,before_coral,xgboost,,fusion_early,0.093447,0.000584,0.159337,0.105952,0.102282,0.000557,0.001021,0.000790,0.959934,0.006348,0.002028,0.001569,0.184867,0.001027,0.480477,0.002900,5.200000,4.024922,5088.800000,4.024922,24.200000,3.834058,579.800000,3.834058,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.282256,0.065671,0.800849,0.018059,0.725039,0.031684,550.956000,23.787131,15.719800,12.640263,9.327400,1.251502,0.675960,0.105716,0.713300,0.122397,0.001400,0.000235
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,calibrated_pack,before_coral,xgboost,,fusion_late_attention,0.096036,0.002720,0.307143,0.284272,0.102886,0.000440,0.003102,0.003046,0.964238,0.006985,0.006140,0.006025,0.185932,0.000843,0.483670,0.002269,15.800000,15.514509,5078.200000,15.514509,21.600000,4.219005,582.400000,4.219005,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.608392,0.017303,0.874022,0.009041,0.855300,0.016453,9.026400,3.126236,0.193200,0.060495,,,0.000013,0.000001,0.000013,0.000001,0.000013,0.000001
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,calibrated_pack,before_coral,xgboost,,fusion_late_mean,0.148700,0.116867,0.498131,0.348584,0.109935,0.016387,0.065410,0.137834,0.956291,0.010768,0.100568,0.208207,0.196833,0.025544,0.510851,0.064021,333.200000,702.126556,4760.800000,702.126556,26.400000,6.503845,577.600000,6.503845,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.445739,0.061194,0.628130,0.034857,0.473245,0.048578,0.000000,0.000000,,,,,0.000033,0.000002,0.000033,0.000002,0.000033,0.000002
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,calibrated_pack,before_coral,xgboost,,fusion_late_or,0.096734,0.003440,0.335551,0.308462,0.102771,0.000542,0.003926,0.003796,0.962252,0.008393,0.007759,0.007497,0.185708,0.001033,0.483089,0.002794,20.000000,19.339080,5074.000000,19.339080,22.800000,5.069517,581.200000,5.069517,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.538399,0.006998,0.671002,0.044176,0.522946,0.062742,0.000000,0.000000,,,,,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,calibrated_pack,before_coral,xgboost,,graph,0.566302,0.013097,0.908957,0.001235,0.231806,0.056802,0.897016,0.039048,0.242053,0.039448,0.902597,0.019385,0.230008,0.010734,0.569535,0.005096,4569.400000,198.912795,524.600000,198.912795,457.800000,23.826456,146.200000,23.826456,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.237747,0.019716,0.045571,0.008647,0.090599,0.002256,1600.515200,1095.224773,36.270800,28.969064,29.142000,17.320979,0.718040,0.076089,3.439500,3.838571,0.003140,0.001892
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,calibrated_pack,before_coral,xgboost,,stat,0.096585,0.003842,0.324052,0.296852,0.101822,0.000727,0.004672,0.004425,0.951656,0.011131,0.009209,0.008717,0.183961,0.001390,0.478164,0.003721,23.800000,22.543292,5070.200000,22.543292,29.200000,6.723095,574.800000,6.723095,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.533900,0.006669,0.671369,0.044256,0.523466,0.062738,551.435400,84.852829,10.763000,1.124965,10.021400,1.049490,0.640240,0.039918,0.690140,0.051938,0.001560,0.000152
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,gnn,astopo_8h,fusion_early,0.790216,0.009363,0.974386,0.001575,0.529718,0.021045,0.915914,0.007388,0.796909,0.013279,0.944234,0.003809,0.636199,0.015047,0.856412,0.006335,4665.666667,37.634204,428.333333,37.634204,122.666667,8.020806,481.333333,8.020806,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.799368,0.007645,,,,,,,,,,,,,,,,
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,gnn,astopo_8h_gps,fusion_early,0.799589,0.012773,0.972844,0.001568,0.557007,0.028208,0.925991,0.008359,0.782009,0.012645,0.948828,0.004643,0.650351,0.020982,0.854000,0.007945,4717.000000,42.579338,377.000000,42.579338,131.666667,7.637626,472.333333,7.637626,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.792096,0.009998,,,,,,,,,,,,,,,,
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,gnn,astopo_8h_gps_pe,fusion_early,0.791173,0.014566,0.973436,0.000824,0.535350,0.033454,0.918335,0.011726,0.788631,0.007824,0.945057,0.006153,0.637289,0.023010,0.853483,0.004998,4678.000000,59.732738,416.000000,59.732738,127.666667,4.725816,476.333333,4.725816,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.791864,0.003972,,,,,,,,,,,,,,,,
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,gnn,astopo_8h_hgt,fusion_early,0.791806,0.008773,0.973012,0.001269,0.538007,0.024400,0.919775,0.009179,0.784768,0.012500,0.945625,0.004280,0.637988,0.013272,0.852272,0.002035,4685.333333,46.758243,408.666667,46.758243,130.000000,7.549834,474.000000,7.549834,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.793486,0.007046,,,,,,,,,,,,,,,,
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,gnn,astopo_8h_weighted,fusion_early,0.782510,0.004277,0.974290,0.000810,0.512517,0.008985,0.910025,0.003310,0.797461,0.006691,0.941059,0.001751,0.623961,0.006874,0.853743,0.003326,4635.666667,16.862186,458.333333,16.862186,122.333333,4.041452,481.666667,4.041452,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.798360,0.007117,,,,,,,,,,,,,,,,
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,gnn,knn,fusion_early,0.774423,0.101803,0.984645,0.003673,0.504453,0.172946,0.872137,0.105064,0.883002,0.039678,0.922533,0.059694,0.626312,0.143973,0.877570,0.032725,4442.666667,535.194669,651.333333,535.194669,70.666667,23.965253,533.333333,23.965253,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.889029,0.020823,,,,,,,,,,,,,,,,
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,gnn,knn,graph,0.453592,0.012211,0.925453,0.004354,0.139608,0.000903,0.536186,0.035878,0.634658,0.048051,0.678452,0.027250,0.228732,0.003296,0.585422,0.006433,2731.333333,182.763052,2362.666667,182.763052,220.666667,29.022979,383.333333,29.022979,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.365862,0.018327,,,,,,,,,,,,,,,,
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,gnn,knn,stat,0.784750,0.014300,0.965164,0.005767,0.551406,0.031410,0.930441,0.011624,0.716336,0.051146,0.947440,0.004956,0.622060,0.025034,0.823388,0.022360,4739.666667,59.214300,354.333333,59.214300,171.333333,30.892286,432.666667,30.892286,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.725466,0.030088,,,,,,,,,,,,,,,,
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,gnn,temporal,fusion_early,0.682058,0.069185,0.978652,0.003253,0.348417,0.090752,0.795315,0.088354,0.852097,0.036922,0.875602,0.053333,0.488514,0.085591,0.823706,0.026512,4051.333333,450.077030,1042.666667,450.077030,89.333333,22.300972,514.666667,22.300972,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.601196,0.059960,,,,,,,,,,,,,,,,
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,gnn,temporal,graph,0.400240,0.049613,0.929748,0.012224,0.130868,0.011292,0.425272,0.093813,0.725717,0.090445,0.579162,0.091352,0.221318,0.016595,0.575495,0.027634,2166.333333,477.881087,2927.666667,477.881087,165.666667,54.629052,438.333333,54.629052,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.354048,0.007494,,,,,,,,,,,,,,,,
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,gnn,temporal,stat,0.750132,0.005243,0.970270,0.001823,0.454610,0.008260,0.890459,0.003534,0.769868,0.014716,0.928650,0.001966,0.571615,0.008802,0.830163,0.007170,4536.000000,18.000000,558.000000,18.000000,139.000000,8.888194,465.000000,8.888194,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.567336,0.011169,,,,,,,,,,,,,,,,
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,lstm,,fusion_early,0.095885,0.000095,0.200000,0.447214,0.106006,0.000008,0.000039,0.000088,1.000000,0.000000,0.000079,0.000176,0.191691,0.000014,0.500020,0.000044,0.200000,0.447214,5093.800000,0.447214,0.000000,0.000000,604.000000,0.000000,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.416356,0.055494,0.877387,0.009952,0.863117,0.018718,3530.034000,187.711658,31.774800,2.423956,30.022800,1.155891,2.233220,0.013842,2.576640,0.442825,0.004500,0.000235
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,lstm,,fusion_late_attention,0.095927,0.000189,0.200000,0.447214,0.106010,0.000017,0.000079,0.000176,1.000000,0.000000,0.000157,0.000351,0.191697,0.000027,0.500039,0.000088,0.400000,0.894427,5093.600000,0.894427,0.000000,0.000000,604.000000,0.000000,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.419014,0.083121,0.875829,0.006656,0.861638,0.011914,3.943400,0.047443,0.139600,0.028183,,,0.000012,0.000000,0.000012,0.000000,0.000012,0.000000
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,lstm,,fusion_late_mean,0.095843,0.000000,0.000000,0.000000,0.106002,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.191685,0.000000,0.500000,0.000000,0.000000,0.000000,5094.000000,0.000000,0.000000,0.000000,604.000000,0.000000,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.360724,0.062612,0.864336,0.011290,0.841009,0.019512,0.000000,0.000000,,,,,0.000002,0.000000,0.000002,0.000000,0.000002,0.000000
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,lstm,,fusion_late_or,0.095843,0.000000,0.000000,0.000000,0.106002,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.191685,0.000000,0.500000,0.000000,0.000000,0.000000,5094.000000,0.000000,0.000000,0.000000,604.000000,0.000000,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.423893,0.071768,0.885555,0.004325,0.878009,0.008164,0.000000,0.000000,,,,,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,lstm,,graph,0.095843,0.000000,0.000000,0.000000,0.106002,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.191685,0.000000,0.500000,0.000000,0.000000,0.000000,5094.000000,0.000000,0.000000,0.000000,604.000000,0.000000,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.261144,0.008933,0.853759,0.028008,0.824060,0.046987,3404.933600,405.605317,33.249200,7.252616,25.722400,1.167462,2.119300,0.009034,2.542880,0.455600,0.003820,0.000349
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,lstm,,stat,0.098314,0.005526,0.200000,0.447214,0.106224,0.000496,0.002316,0.005180,1.000000,0.000000,0.004580,0.010241,0.192047,0.000810,0.501158,0.002590,11.800000,26.385602,5082.200000,26.385602,0.000000,0.000000,604.000000,0.000000,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.424026,0.071883,0.874912,0.017491,0.860008,0.030230,3849.970800,646.508301,33.403400,5.104455,25.463600,1.521441,2.140840,0.021390,3.428380,2.388662,0.004460,0.001207
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,mlp,,fusion_early,0.095383,0.000157,0.000000,0.000000,0.105500,0.000172,0.000000,0.000000,0.994702,0.001814,0.000000,0.000000,0.190766,0.000315,0.497351,0.000907,0.000000,0.000000,5094.000000,0.000000,3.200000,1.095445,600.800000,1.095445,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.105439,0.000139,0.894559,0.000193,0.894559,0.000192,4760.961200,557.301669,5.874400,2.367807,3.057600,2.638572,1.024220,0.004981,2.436980,2.381187,0.000200,0.000000
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,mlp,,fusion_late_attention,0.095383,0.000064,0.000000,0.000000,0.105500,0.000070,0.000000,0.000000,0.994702,0.000740,0.000000,0.000000,0.190766,0.000128,0.497351,0.000370,0.000000,0.000000,5094.000000,0.000000,3.200000,0.447214,600.800000,0.447214,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.134129,0.065075,0.891597,0.000380,0.889263,0.000620,4.790200,0.040874,0.147600,0.024358,,,0.000012,0.000000,0.000013,0.000001,0.000012,0.000000
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,mlp,,fusion_late_mean,0.095785,0.000128,0.000000,0.000000,0.105939,0.000140,0.000000,0.000000,0.999338,0.001481,0.000000,0.000000,0.191570,0.000257,0.499669,0.000740,0.000000,0.000000,5094.000000,0.000000,0.400000,0.894427,603.600000,0.894427,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.134129,0.065075,0.894278,0.000040,0.894138,0.000020,0.000000,0.000000,,,,,0.000002,0.000000,0.000002,0.000000,0.000002,0.000000
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,mlp,,fusion_late_or,0.095843,0.000000,0.000000,0.000000,0.106002,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.191685,0.000000,0.500000,0.000000,0.000000,0.000000,5094.000000,0.000000,0.000000,0.000000,604.000000,0.000000,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.105908,0.000210,0.893998,0.000000,0.893998,0.000000,0.000000,0.000000,,,,,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,mlp,,graph,0.095843,0.000000,0.000000,0.000000,0.106002,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.191685,0.000000,0.500000,0.000000,0.000000,0.000000,5094.000000,0.000000,0.000000,0.000000,604.000000,0.000000,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.134942,0.064712,0.893998,0.000000,0.893998,0.000001,5616.953000,2186.399812,3.776200,0.832949,1.471400,0.101835,1.009140,0.066805,2.167120,2.461240,0.000200,0.000000
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,mlp,,stat,0.095383,0.000064,0.000000,0.000000,0.105500,0.000070,0.000000,0.000000,0.994702,0.000740,0.000000,0.000000,0.190766,0.000128,0.497351,0.000370,0.000000,0.000000,5094.000000,0.000000,3.200000,0.447214,600.800000,0.447214,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.105128,0.000461,0.894558,0.000079,0.894558,0.000079,5076.114800,608.222629,3.680600,0.717455,1.627200,0.118948,1.000520,0.047106,1.116600,0.122690,0.000200,0.000000
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,random_forest,,fusion_early,0.455610,0.031115,0.889525,0.006408,0.524813,0.469694,0.875658,0.208590,0.092053,0.181515,0.871358,0.125956,0.039862,0.063915,0.483855,0.024434,4460.600000,1062.558610,633.400000,1062.558610,548.400000,109.634848,55.600000,109.634848,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.101620,0.009354,0.339925,0.024316,0.203886,0.007972,3012.256200,874.273928,170.285800,34.069763,193.784400,32.178761,75.829740,31.969059,124.136580,41.420837,0.021360,0.004688
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,random_forest,,fusion_late_attention,0.095843,0.000000,0.000000,0.000000,0.106002,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.191685,0.000000,0.500000,0.000000,0.000000,0.000000,5094.000000,0.000000,0.000000,0.000000,604.000000,0.000000,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.107951,0.017800,0.881584,0.003330,0.870882,0.006057,5.585000,0.056723,0.173600,0.015994,,,0.000013,0.000000,0.000013,0.000000,0.000013,0.000000
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,random_forest,,fusion_late_mean,0.132996,0.051204,0.505506,0.484770,0.108573,0.003947,0.038751,0.053071,0.985762,0.015065,0.070428,0.096318,0.195565,0.006090,0.512257,0.019004,197.400000,270.344780,4896.600000,270.344780,8.600000,9.099451,595.400000,9.099451,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.115020,0.024440,0.482456,0.020789,0.326092,0.019711,0.000000,0.000000,,,,,0.000002,0.000000,0.000002,0.000001,0.000002,0.000000
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,random_forest,,fusion_late_or,0.095843,0.000000,0.000000,0.000000,0.106002,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.191685,0.000000,0.500000,0.000000,0.000000,0.000000,5094.000000,0.000000,0.000000,0.000000,604.000000,0.000000,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.114535,0.012389,0.630497,0.021564,0.492639,0.026602,0.000000,0.000000,,,,,0.000003,0.000000,0.000003,0.000000,0.000003,0.000000
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,random_forest,,graph,0.095843,0.000000,0.000000,0.000000,0.106002,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.191685,0.000000,0.500000,0.000000,0.000000,0.000000,5094.000000,0.000000,0.000000,0.000000,604.000000,0.000000,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.114535,0.012389,0.630497,0.021564,0.492639,0.026602,3208.732600,880.479059,133.631200,40.663924,156.841600,57.744945,95.509040,23.280487,128.751440,43.229195,0.023260,0.005129
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,random_forest,,stat,0.406072,0.057842,0.893740,0.015536,0.074577,0.047393,0.627366,0.318093,0.365894,0.337222,0.701698,0.210197,0.110447,0.098369,0.496630,0.033143,3195.800000,1620.363755,1898.200000,1620.363755,383.000000,203.682351,221.000000,203.682351,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.112248,0.016412,0.335357,0.026518,0.208127,0.018350,1272.462000,388.075109,76.526200,31.343509,96.943600,27.069591,52.130400,19.044848,88.431520,30.106804,0.012900,0.004297
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,xgboost,,fusion_early,0.099486,0.004870,0.841748,0.196771,0.106067,0.000247,0.003651,0.004761,0.997020,0.002456,0.007236,0.009400,0.191736,0.000369,0.500336,0.001291,18.600000,24.254896,5075.400000,24.254896,1.800000,1.483240,602.200000,1.483240,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.152949,0.013773,0.812832,0.030295,0.758100,0.046035,2343.359200,2685.807189,32.476000,32.463116,26.778000,23.210516,0.694340,0.019875,13.283940,17.406866,0.003340,0.002017
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,xgboost,,fusion_late_attention,0.095843,0.000000,0.000000,0.000000,0.106002,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.191685,0.000000,0.500000,0.000000,0.000000,0.000000,5094.000000,0.000000,0.000000,0.000000,604.000000,0.000000,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.200344,0.073337,0.893296,0.000294,0.892676,0.000563,5.265200,0.218793,0.114800,0.013609,,,0.000012,0.000000,0.000012,0.000000,0.000012,0.000000
same_as,study_only,rrc04_as12880__to__rrc05_as12880,rrc04_as12880,rrc05_as12880,shared22,none,none,after_coral,xgboost,,fusion_late_mean,0.095843,0.000000,0.000000,0.000000,0.106002,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.191685,0.000000,0.500000,0.000000,0.000000,0.000000,5094.000000,0.000000,0.000000,0.000000,604.000000,0.000000,5698.000000,0.000000,604.000000,0.000000,5094.000000,0.000000,0.197228,0.069050,0.841378,0.010001,0.799432,0.017000,0.000000,0.000000,,,,,0.000002,0.000000,0.000002,0.000000,0.000002,0.000000
